Name,Link,Categories,Pricing,Platforms,Tags,Description
Flyhigh Works,http://flyhighworks.com/,"PC, Console, Mobile",,,,"We publish and port the best of the Indie gaming scene to the Nintendo Switch, and are also working on PlayStation 4 and PC projects. We’re passionate about games that are fun, unique, innovative and hard to miss. From action titles, to RPGs, puzzlers and rhythm experiences, we strive to delight gamers all around the world!"
Circle Entertainment,http://www.cir-ent.com/,Console,,,"UK, China",Publish digital and retail in western and asian markets
Frontier,https://www.frontier.co.uk/foundry,"PC, Console",,,UK,"New games, fresh experiences  Unforgettable times await from our visionary new games label, Frontier Foundry"
Frozen District,http://frozendistrict.com/,PC,,,Poland,"We are an independent publisher and creator of computer games. We offer support as well as financial, quality and project cooperation for developers' teams from all over the world. If you search for a great business partner, have a look at our areas of specializations and contact us."
Fundamentally Games,http://www.fundamentally.games/,"PC, Console, Mobile",,,,"Fundamentally Games works with developers and publishers to deliver successful Games as a Service, through Live Operations. We provide LiveOps-as-a-Service, focusing on players and your game's community, including events, promotions, content and features, leading to growth in long-term retention, monetisation and ultimately, revenue.Through our other services, we support"
GameClub,https://gameclub.io/about,Mobile,,,USA,"GameClub offers a large and growing catalog of the best games on mobile. Games can be played offline, with new games being released every week."
Gameforge,https://corporate.gameforge.com/about/?lang=en,"PC, Mobile",,,Germany,Gameforge is one of the world's leading publishers of free-to-play online MMORPGs. Over 380 million players are registered at our games.
GameOn,https://www.gameon.co.jp/contact,"PC, Mobile",,,Japan,株式会社ゲームオンへのお問い合わせページです。取材、採用、事業提携等のご提案に関するお問い合わせ窓口を掲載しています。
Gamepix,https://company.gamepix.com/game-developers/,"Web, Mobile",,,,"Are you an HTML5 Game Developer? GamePix offers you the services you need: launch your game, increase your audience, earn real money. Check it out!"
Gamepoch,https://www.gamepoch.com/,Console,,,China,"Gamepoch is a game publisher located in Shanghai, committed to provides one-stop game publishing service and high-end eSports operation to domestic and overseas game developers through its leading industry experience, complete and efficient solution."
GamersGate,https://www.gamersgate.com/info/about-us,PC,,,,Submit your game to the store
Games Operators,http://www.gameops.pl/en/contact/,PC,,,Poland,"If you’re a game creator looking for partners to cooperate with, contact us! Whether you’re an independent specialist or you already have your own team – we’ll gladly listen to your ideas or offer you one of ours."
Games Co London,http://www.gamescolondon.com/,"PC, Console",,,UK,Supporting Indie Game Developers. We provide a range of services that support independent game developers to successfully produce and publish their titles.
European Games Group,https://gamesgroup.eu/partner-with-us/,Mobile,,,Germany,"Worldwide marketing horsepower. Analytics & financials, Gamedesign and free 2 play monetization consultancy, Full transparency"
Gearbox Publishing,https://www.gearboxpublishing.com/,"PC, Console, VR",,,USA,"Founded in 2016, Gearbox Publishing was established with the goal of helping developers around the world bring their products to market while retaining their unique creative visions."
Ghostlight,http://www.ghostlight.uk.com/,Console,,,UK,"Established in 2004, Ghostlight has already earned a reputation as a leading European publisher of full price video games with a string of successful high quality releases across all the major formats, bringing japanese games to european markets."
Giant Games Network,http://giant.games/,"PC, Console, Mobile",,,China,"Giant Network Group is a global developer and publisher of PC, mobile, and console games. Founded in 2004, Giant Network Group Co Ltd (002558.SZ) is headquartered in Shanghai and listed at the Shenzhen Stock Exchange. "
Goblinz Studio,https://goblinzstudio.com/goblinz-publishing/,"PC, Console, Mobile",,,France,"Goblinz Studio is publishing great witty indie games. We love tactical, management & card games. Come and talk to see if we can work together."
Graffiti Games,https://www.graffitigames.com/,"PC, Console",,,,"Graffiti Games is a video game publisher that helps indie developers bring their projects to PC and console audiences worldwide. Comprised of game industry veterans with decades of experience in development, marketing, publishing and distribution, Graffiti is uniquely positioned to identify quality games and bring them to a global audience."
GoLive Games,http://www.golive.games/,Mobile,,,"Switzerland, India","At GoLive Games Studios AG, we publish casual and mid-core strategy MMO and CCG games. We strive to bring together three core principles vital to mobile games: Game production, publishing & distribution, and building core engineering platforms."
Hitcents,https://hitcents.com/,"PC, Console, Mobile",,,,"Hitcents is a full-service video game publisher and developer focusing on bringing to market high-quality, indie-developed titles."
Huey Games,https://www.hueygames.com/,"PC, Console",,,UK,"Huey Games - video game console porting & development  - Nintendo Switch, PS4, PS5, Xbox One, Xbox Series X, PC, Mac, Mobile, VR"
HypeTrain Digital,https://hypetraindigital.com/,"PC, Console",,,Cyprus,HypeTrain Digital is an indie game publisher for PC and consoles. We work side by side with independent teams to successfully ship their masterpieces to a worldwide audience.
JoyPac Games,https://joypacgames.com/,Mobile,,,"Denmark, Netherlands, Japan, China","JoyPac is a hyper-casual mobile game publisher helping developers bridge the inherent gap between West and East, and create global smash hits."
Idea Factory International,http://ideafintl.com/about.php,"PC, Console",,,"Japan, USA","Idea Factory International Inc. is a branch of Japanese videogame developer and publisher located in Tokyo, Idea Factory Co., Ltd. , and it is established on September 30, 2013 in California USA. Publishes games from Japan in Western markets."
Ignition Publishing,https://www.ignitionpublishing.com/en/,"PC, Console",,,Italy,"IGNITE, INCUBATE, ACCELERATE creators potential  LET'S START NOW!  OUR SERVICES:  MARKETING & PR Support with online and offline events, press events and interviews, summits, workshops and meetups with players and influencers."
Inca Games,https://www.incagames.com/partnership.html,PC,,,Argentina,Inca Games is producer and publisher of interactive content
iWin,https://www.iplay.com/about,"PC, Web",,,USA,"Iplay is a premiere destination for PC game downloads. Over 2500 games, including action, arcade, adventure, hidden object, time management and simulation!"
IQ Publishing,https://iq-publishing.com/,PC,,,UK,"adventure, indie games, publishing, bohemian killing, dorian morris, commander 85, point & click, startegy, polsih games, wydawca gier"
Jagex,https://www.jagex.com/en-GB/partners,PC,,,UK,Jagex Partners possesses the wide skill set needed to power the world's best living games.
JanduSoft,https://www.jandusoft.com/,"PC, Console",,,Spain,"JanduSoft is a Catalonian game company located in Barcelona. With several mobile/pc/console games published. Since then the company has grown in numbers and has been focusing on brand new games. Now JanduSoft will focus all their effort on pc/console games, with self-publishing or co-productions. JanduSoft also offers porting or publishing services."
Kakao Games,https://www.kakaogamescorp.com/business/partnership,"PC, Mobile",,,Korea,"In Korea and abroad, we provide games across a wide range of genres and platforms, including PC, mobile, and VR. Kakao Games will continue to secure a diverse range of IP and content as both a game publisher and developer."
Kakehashi Games,https://www.kakehashigames.com/about-us-english.html,"PC, Console",,,Japan,"​Kakehashi Games is a one-of-a-kind business that assists western developers/publishers in releasing their games in Japan without the need for a local publishing partner by offering them the highest possible quality localization, hands-on marketing, age rating/metadata support, event operations and a variety of other services."
Kiss Publishing,http://www.kiss-ltd.co.uk/,"PC, Console, Mobile",,,UK,"We have a combined experience of publishing thousands of titles: Kiss Publishing Ltd is the ideal choice if you want to bring your game to the digital markets on PC, Mac, Playstation, X-Box, Switch, iOS or Android."
Klabater,https://klabater.com/,"PC, Console",,,Poland,"KLABATER is a global production and publishing house. The company offers complex services to the developers, our involvement includes anything from financial support and investment, through production process support, to a PR & marketing campaigns."
KLab,https://www.klab.com/en/about/publishing/,Mobile,,,Japan,View information on KLab's joint game development and development support. AAA.
LBC Games,https://lbc-games.com/,"PC, Console",,,"France, Sweden",Our mission is to support indie developers to make their vision come true and reach the right audience while they are focused on what they do best!
Little Orbit,http://www.littleorbit.com/,"PC, Console",,,USA,A worldwide video game publisher.
Medrick,http://medrickgames.com/,"PC, Mobile",,,"UAE, Germany",Medrick is a video game publisher and development company founded with the intention of developing and publishing AAA mobile and PC games in the Middle East and North Africa (MENA) region. Medrick currently is one of the biggest publishers and developers of the region.
Meridian4,https://www.meridian4.com/pages/about-us,"PC, Mobile",,,Canada,"So believe us when we say, we're passionate about the games we publish. Every game on our site is selected for its wow factor."
Microids,https://www.microids.com/contact/,"PC, Console",,,France,"Do you have questions, problems with the website? Use the contact form where social networks contact us."
Mixtvision,https://mixtvision.games/,"PC, Console, Mobile",,,Germany,Mixtvision is an award-winning cross-platform publishing and production house focused on engaging and immersive stories.
Modern Wolf,https://modernwolf.net/about,PC,,,,Our mission as an indie publisher is to be the partner our developers choose to work with again and again.
Modus,https://modusgames.com/publishing/,"PC, Console",,,USA,"Modus is a global indie video game publishing and production company for all physical and digital formats that focuses on creating high quality, long-lasting video game franchises. We offer developers a pain-free partnership that disrupts traditional conventions and redefines the studio-publisher relationship."
No Gravity Games,https://nogravitygames.com/,"PC, Console",,,Poland,"No Gravity Games is an indie boutique publisher specialized in console publishing and building up games value. If you want to see your game on Switch, PS4 or Xbox show us your project!"
Netmarble,http://company.netmarble.com/,Mobile,,,Korea,최고의 온라인 게임 퍼블리셔 넷마블과 우수한 개발력을 보유한 게임 개발 스튜디오들이 하나되어 글로벌 게임 컴퍼니로 도약합니다.
Oasis Games,https://oasgames.com/pc/en/contact_us.html,"PC, Console, Mobile, VR",,,China,"A global game publishing company which published over 70 countries and cover 16 languages, included browser-based games, mobile games, PC client-based games and console games in different markets."
PlayWay,https://www.playway.com/fordevelopers,"PC, Mobile",,,Poland,"If you are PC, mobile, console developer and looking for publishing or investment - please contact us"
Paradox Interactive,https://www.paradoxinteractive.com/en/pitch-your-game/,"PC, Console",,,Sweden,"Paradox Interactive is a video games publisher based in Stockholm, Sweden. We have a strong relationship with major online distribution networks, including Steam, Greenman Gaming and GOG."
Panic,https://panic.com/,"PC, Console",,,USA,"Panic makes top-quality apps for developers, games for people who like fun, and, soon, a handheld gaming system"
Perfect World,https://www.perfectworld.com/,"PC, Console",,,USA,"The official corporate homepage of Perfect World Entertainment, publisher of high-quality, free to play MMORPGs"
QubicGames,https://qubicgames.com/,"PC, Console",,,Poland,QubicGames is an Indie Game Publisher and Developer. We can bring your game to Switch (we have been working with Nintendo since 2006!) and other platforms.
QAG,https://www.qag.io/,"PC, Console",,,,"We started as a game development studio, creating the award-winning puzzle games The Bridge and Tumblestone. Now, we're using our experience to help independent developers successfully launch their games on PC, consoles, and beyond. Whether you're looking for funding, porting, localization, QA, production, marketing, and much more - we can help!"
Rataliaka Games,https://www.ratalaikagames.com/,"PC, Console",,,,"Ratalaika Games S.L. is a video game company focused on porting & publishing great games to the console market. We publish and port games for all consoles including Xbox One, Xbox Series X, PlayStation 4, PlayStation 5 and Nintendo Switch."
Red Art Games,https://www.redartgames.com/,Console,,,France,"Assists in the manufacturing, distribution, and marketing of physical releases for digital games."
redBit Games,https://www.redbitgames.com/contact-us/,Mobile,,,Italy,"If you have a unique idea for a video game and you don't know how to realize it, contact us now. We can turn your idea into reality!"
Ripstone,https://ripstone.com/,"PC, Console, Mobile",,,,"Ripstone Games, An Independent Developer and Publisher. We know that open and equal relationships between development and publishing leads to better games."
Rogue Games,https://rogueco.com/,"PC, Console, Mobile",,,,"We collaborate with our development partners from the earliest stages and arm them with our experience, insights, and connections through every step of the process."
Sekai Project,https://sekaiproject.com/pages/about,"PC, Console",,,USA,"Sekai Project is the leading Visual Novel Publisher in the U.S. We are dedicated to bringing the best from the East to the West. Started in 2013, we were a small group of fans who wanted to bring over our favorite visual novels from Japan to the rest of the world. Translates Japanese Visual Novels for the western market."
Sliterine Group,https://www.slitherine.com/about,PC,,,"USA, UK, Canada, France, Italy",The Slitherine Group is the world’s leading producer and publisher of digital wargames and strategy games.
Sold Out,https://soldout.uk.com/,"PC, Console",,,UK,Sold Out is a world-leading video game publisher with 15 years of experience. Our award winning services and passion for games has helped talented teams from around the world find success. Your next game should be Sold Out!
Square Enix Collective,https://collective.square-enix-games.com/en_US,"PC, Console",,,"UK, Japan","Square Enix Collective, a division of Square Enix Ltd based in UK, focus on investing into teams and games and working with developers to get their games distributed digitally."
Super!com,https://super.com/publishing/,"PC, Console",,,UK,We're here to help developers sell their games and grow their business.
Sticky Rice Games,https://stickyricegames.com/,"PC, Console, Mobile",,,Japan,"Help developers enter the Japanese market. Our Services: Marketing Localized campaigns and global launch events. Development: Custom software development & Support for diverse platforms and engines. Localization: Translation Management, and Localization Support Publishing Age Rating, Content Rating and Platform Content review service."
Tencent,https://www.tencent.com/en-us/,"PC, Console, Mobile",,,China,"Founded in 1998, Tencent is an Internet-based platform company using technology to enrich the lives of Internet users and assist the digital upgrade of enterprises. Our mission is ""Value for Users, Tech for Good""."
The Arcade Crew,https://www.thearcadecrew.com/,"PC, Console",,,,The Arcade Crew is an indie video game publisher of amazing indie video games. Discover the Crew and our arcade feel and retro-oriented titles.
The Label,https://www.thelabel.game/,"PC, Mobile",,,,We're going to help the best creators in the world realize their vision without having to self-fund.
Tilt Games,https://www.tiltgames.asia/about,Mobile,,,China,"An indie game publisher based in Shanghai with teams in Tokyo and Taipei, we work on behalf of our studio partners to execute a comprehensive publishing strategy so they can focus on creating genre-defining games."
Tilting Point,https://www.tiltingpoint.com/,"PC, Mobile",,,,We like to call our model ‘PROGRESSIVE PUBLISHING’ because we strive to progressively build a deeper relationship with our partners as we get to know each other.
Toadman Interactive,https://toadmaninteractive.com/about/,"PC, Console",,,"Sweden, USA, Germany, Norway, Russia","Toadman Interactive is a video game developer, publisher, and marketing company with offices in Stockholm, Los Angeles, Oslo, Berlin, Penryn, and Tver."
Toge Productions,https://www.togeproductions.com/about/,"PC, Mobile, Web",,,Indonesia,"We take care of the marketing, business, showcases, distribution, and provide consultation so that the original developers can just focus on the game design & code."
Top Hat Studios,https://tophat.studio/about-us/,"PC, Console",,,USA,"Top Hat Studios is a development and publishing studio based out of New York, with members around the world. We like to experiment in the games we create and publish, especially in niche interests."
Tripwire Interactive,https://www.tripwireinteractive.com/,"PC, Console",,,,Tripwire Interactive has expanded its business and now turns their experience and resources to include publishing titles spanning multiple platforms and genres from other talented independent studios.
Ukuza,https://www.ukuza.com/,"PC, Console",,,USA,Ukuza is an indie game publisher & studio bringing stories and characters to life.
United Label,https://www.unitedlabelgames.com/,"PC, Console",,,,United Label is bringing together innovative game creators from all around the globe. As your publishing partner we support and help grow your business.
UNTIES,https://unties.com/s/u01en/page/about?ima=3500,"PC, Console",,,Japan,"UNTIES is an innovative game publishing label, brought to you by Sony Music Entertainment. UNTIES aims to discover and showcase unique playable gems of this era and help bring them to the world. Our goal is to have you join us in this quest and adventure,
and to play and enjoy these fine games with everybody."
Wadjet Eye Games,http://www.wadjeteyegames.com/faqs/,PC,,,Australia,"Point and Click Adventure Games. What we publish is usually limited to how busy we are at any given time, but we’re always interested in looking at new games."
Wales Interactive,https://www.walesinteractive.com/services,"PC, Console, Mobile",,,UK,Wales Interactive is a developer and publisher of video games and interactive entertainment products
Whisper Interactive,http://www.whisperinteractive.com/,PC,,,China,"WhisperGames is a global video game publisher based in Xiamen, China. We provide multi-language text and audio localization services (including in-house voice over recording), PR, marketing, community support, maintenance, legal services, and more."
Wired Productions,https://www.wiredproductions.com/pages/publishing,"PC, Console",,,,"WE SIGN GAMES WE LOVE PLAYING. IT'S THAT SIMPLE The best content in the world means nothing if it isn't distributed in the correct way. Wired have spent years building each vital component of the distribution chain. Starting with all the digital shops for the various console formats in each local region: Sony, Microsof"
Sony XDEV Europe,https://www.sonyxdeveurope.com/,"Console, VR",,,,"Sony XDev funds and collaborates with independent development studios across Europe to publish great content on PlayStation® globally. We help our partners to make great games and are privileged to work with some of the very best teams.
We maintain a highly dedicated and passionate production team who strive to add value to your game through development to market."
Yoozoo,http://global.yoozoo.com/about.html,"PC, Mobile",,,China,"YOOZOO Games is a global entertainment company specializing in game development and distribution. YOOZOO adheres to high-quality R&D and the constant refinement of products, providing value to users with high-quality products and services. Based on the 3+X strategy, the company continuously consolidates and enhances the advantages of the SLG, Card and MMO categories, whilst also developing new categories to improve product quality and competitiveness."
Zerouno Games,https://zerounogames.com/about-us/,"PC, Console",,,,"Always playing weird, strange and fantastic games."
Zen Studios,https://blog.zenstudios.com/?page_id=5101,"PC, Console",,,,"Zen Studios is a leading global producer and publisher of interactive entertainment software for all major digital game platforms. Recognized as one of the premier independent gaming studios in the world, Zen Studios has defined video game pinball excellence since 2007 with its Pinball FX franchise, and has gone on to"
Meta Publishing,https://metapublishing.io/,"PC, Console",,,,"We are an independent game publishing company. We love games and we care about developer needs. Our goal is simple - we let your games shine. So, let's go make hits together! Don't hesitate, reach out - team@metapublishing.io."
Publim,http://www.publ.im/,Mobile,,,Russia,"На деле знаем, что разработка игр — сложный и трудоемкий процесс, потому что сами провели за разработкой не один год.
Вы знаете, как делать крутые игры, но где взять трафик или как провести эффективную рекламную кампанию — вообще не представляете?"
Azur Games,http://azurgames.com,Mobile,,,,Azur Games - mobile game developer and publisher
Tivola,https://www.tivola.de/en/,"PC, Mobile, VR",,,Germany,"Tivola is an international publisher and developer of mobile games based in Hamburg. We're focused on apps with animals. In our games, players care for cats, train dogs, ride horses. Even dance with a hippo."
TA Publishing,https://www.tapublishing.com,"PC, Console",,,France,"TA Publishing is a France-based publishing company focused on offering the best support to help you distribute your awesome indie games. We are indie developers too, so we understand you. We are small, we are agile, we are great."
Tap Nation,https://www.tap-nation.io/,Mobile,,,France,"Publishing HIT games worldwide. We are constantly looking for new partners. Hand in hand, let’s work together to create the top games of tomorrow !"
Heatherglade Publishing,https://publishgame.com/,Mobile,,,Hungary,Transforming Apps with Potential into outstanding Businesses.
Valkyrie Initiative,https://valkyrieinitiative.pro/,"PC, Console",,,Russia,"Global publisher that has successfully launched over 20 game titles. We are the Steam Gurus, Indie Lovers and Money Makers."
AppQuantum,https://appquantum.com/,Mobile,,,Cyprus,Mobile Game Publisher
Mystery Tag,https://mysterytag.com/,Mobile,,,,We are young an Ambitious Mobile Publisher and Game Developer.
JustForward,https://justforward.co/,Mobile,,,Russia,We develop and publish hyper-casual mobile games
GameFam,https://gamefam.com/,PC,,,USA,"AMAZING EXPERIENCES FOR AN AMAZING COMMUNITY. Our mission is to deliver the highest quality, most authentic Roblox games. We combine experienced Mobile F2P producers, designers, and live ops managers with top native Roblox dev talent to create a one-of-a-kind, creative production and live operations hybrid powerhouse! Exclusively publishes games for Roblox."
LudiqueWorks,https://ludique.works/,"PC, Console, Mobile",,,Africa,"We are a Video Game Publishing Company that seeks to change the way people play in Africa while offering an avenue for people to tell unique African stories. We are the fastest growing game publisher, aggregating game developer studios and gaming communities in 30 African countries. We aim to lead the Video Game industry in Africa and lead the continent in telling of our stories through interactive media to the rest of the world."
Crunching Koalas,http://crunchingkoalas.com/,"PC, Console",,,,"We’re Crunching Koalas, a studio focused on bringing exceptional indie titles to wider audiences by providing co-development, porting and publishing support."
GWB Tencent,https://gwb.tencent.com/aboutus,"PC, Console, Mobile",,,China,"We are a group set up by the Tencent Institute of Games that supports small and medium-sized game development teams. The game industry is incredibly competitive and gaining access to new markets can seem like an insurmountable challenge for a lot of teams, especially indies."
Activision Blizzard,https://www.activisionblizzard.com/who-we-are,"PC, Console, Mobile",,,USA,Connecting and engaging the world through epic entertainment.
Arc System Works,https://arcsystemworks.com/contact/,"PC, Console",,,"Japan, USA",We are committed to challenging the status quo and developing cutting edge and innovative forms of entertainment.
Atlus,https://www.atlus.co.jp/,"PC, Console",,,Japan,"ATLUS has established itself as one of its industry's most consistent, celebrated brands. With proven success across a variety of genres and platforms, including enthusiast-oriented games like the Shin Megami Tensei franchise of award-winning RPGs, the beloved Persona® series, and the groundbreaking action-adventure/puzzle game Catherine™."
Bandai Namco Entertainment,https://www.bandainamcoent.com/,"PC, Console, Mobile",,,Japan,"YOUR GAMING WORLD. GET CONNECTED. Visit our web site to learn the latest news about your favorite games. Tekken, Dark Souls, Dragonball, Naruto, Pac-Man and much more. Sign Up today and join the next generation of entertainment."
Capcom,https://www.capcom.com/,"PC, Console, Mobile",,,Japan,"Groundbreaking franchises like Resident Evil™, Street Fighter™, Devil May Cry™, Monster Hunter™, Ace Attorney™ and the Mega Man™ series set the standard in creative innovation, character development and unsurpassed gameplay. Guided by the idea of fostering a culture of entertainment, Capcom has consistently acted on this view by creating innovative and hugely popular games that push technical and creative limits."
EA,https://www.ea.com/,"PC, Console, Mobile",,,USA,"We exist to inspire the world through Play. Electronic Arts is a leading publisher of games on Console, PC and Mobile."
D3 Publisher,https://www.d3p.co.jp/,"PC, Console, Mobile",,,Japan,"The “EARTH DEFENSE FORCE” series, which was originally born small, has now achieved great growth with the fans. We will continue to work with the fans to ensure that all series of games we publish and the company D3PUBLISHER itself will grow significantly."
Koei Tecmo,https://www.koeitecmo.co.jp/e/,"PC, Console, Mobile",,,Japan,"Official Site of KOEI TECMO HOLDINGS CO., LTD."
Konami,https://www.konami.com/games/corporate/en/,"PC, Console, Mobile",,,Japan,"Konami Digital Entertainment Co., Ltd. continues to develop popular and multifaceted content in a myriad of areas, as well as to create highly original entertainment content through the use of IT technology. In this way, we are able to offer products and services that can be enjoyed in every aspect of our customers' lives."
Marvelous Games,https://marvelousgames.com/,"PC, Console, Mobile",,,Japan,"The best games & Limited Editions straight to your door! SENRAN KAGURA, FATE EXTELLA AND MORE!"
NIS,https://nippon1.jp/,"PC, Console, Mobile",,,Japan,"Nippon Ichi Software, Inc. was founded in 1994 in Gifu, Japan, as an entertainment company. Since then Nippon Ichi Software, Inc. has grown into an international company focused on creating innovative video game products."
Nexon,https://www.nexon.co.jp/,"PC, Console, Mobile",,,Japan,無料オンラインゲームのNEXON（ネクソン）には無料で遊べる大人気オンラインゲームが盛りだくさん！　PCオンラインゲームやスマートフォンで遊べるソーシャルゲームまで無料IDひとつで楽しめる！　オンラインゲームを遊ぶならまずはここ！
NetEase,https://netease-na.com/,Mobile,,,China,"Western Headquarters launched in August 2014 bringing one of the largest mobile, desktop game and internet technology companies in China to the US."
NC Soft,https://kr.ncsoft.com/en/whatWeCreate/index.do,PC,,,Korea,NC's various IPs and services.
Private Division,https://www.privatedivision.com/about-us/,"PC, Console",,,USA,"Private Division is a developer-focused publisher that empowers studios to develop the games that they are passionate about creating, while providing the support that they need to make their titles critically and commercially successful on a global scale."
Sega,https://www.sega.co.jp/,"PC, Console, Mobile",,,Japan,コンシューマ事業部門では家庭用ゲーム機、PC、およびスマートデバイスに向けたゲームやデジタルサービスの企画・開発・販売・運営を行っております。
SNK,https://www.snk-corp.co.jp/us/,"PC, Console, Mobile",,,Japan,"Through the huge success of many of its game franchises in the past, SNK is still a brand supported by countless fans from around the world to this day."
Square Enix,https://www.hd.square-enix.com/eng/,"PC, Console, Mobile",,,Japan,"SQUARE ENIX HOLDINGS web site. About Square Enix Groupn, investor relations, businesses, news releases."
Take-Two Interactive,https://www.take2games.com/,"PC, Console, Mobile",,,USA,"Take-Two Interactive Software is a leading game publisher, creating games through its labels, Rockstar Games, 2K, Private Division, and Social Point. "
THQ Nordic,https://www.thqnordic.com/company/about,"PC, Console",,,"Austria, Germany","THQ Nordic is meant to represent a core approach of doing much more than “owning” a highly competitive portfolio of IPs. It revolves around cherishing them, and aligning them with the very best development resources to expand upon them with the level of experience that communities and established fan bases expect and deserve."
Ubisoft,https://www.ubisoft.com/,"PC, Console, Mobile",,,"France, Canada, USA","Welcome to the official website for Ubisoft, creator of Assassin's Creed, Just Dance, Tom Clancy's video game series, Rayman, Far Cry, Watch Dogs and many others. Learn more about our breathtaking games here!"
Warner Bros. Interactive,https://www.warnerbros.com/games-and-apps,"PC, Console, Mobile",,,USA,"Warner Bros. Interactive Entertainment, a division of Warner Bros. Home Entertainment, Inc., is a premier worldwide publisher, developer, licensor and distributor of entertainment content for the interactive space across all platforms, including console, handheld, mobile and PC-based gaming for both internal and third-party game titles."
Zenimax,https://www.zenimax.com/publishing,"PC, Console, Mobile",,,USA,"ZeniMax Media Inc. is a worldwide publisher of interactive entertainment software. Titles featured under the Bethesda label include such blockbuster franchises as The Elder Scrolls®, DOOM®, Fallout®, RAGE®, Wolfenstein®, Dishonored®, The Evil Within®, Prey® and QUAKE®."
VG Insights Publisher Database,https://vginsights.com/publishers-database,Database,,,,"Publishers database is a list of all the video game publishers on Steam. Used for finding relevant publishers to pitch to or to research publisher market for other purposes. Allows to see how indie friendly the publishers are, how many games they've released, what they're genre focus is and much more!"
